T: 6332 | X: 163 | Y: -3 | Z 29
T: 6695 | X: 61 | Y: -3 | Z 26
T: 6695 | X: 61 | Y: -3 | Z 26
T: 6696 | X: 62 | Y: -3 | Z 25
T: 6696 | X: 62 | Y: -3 | Z 25
T: 6696 | X: 62 | Y: -3 | Z 25
T: 6696 | X: 63 | Y: -3 | Z 25
T: 6697 | X: 63 | Y: -3 | Z 26
T: 6697 | X: 62 | Y: -3 | Z 26
T: 6697 | X: 63 | Y: -3 | Z 26
T: 6697 | X: 63 | Y: -3 | Z 27
T: 6697 | X: 63 | Y: -3 | Z 27
T: 6698 | X: 63 | Y: -3 | Z 27
T: 6698 | X: 63 | Y: -3 | Z 28
T: 6698 | X: 63 | Y: -3 | Z 28
T: 6698 | X: 63 | Y: -3 | Z 29
T: 6699 | X: 63 | Y: -3 | Z 29
T: 6699 | X: 63 | Y: -3 | Z 30
T: 6699 | X: 63 | Y: -3 | Z 30
T: 6699 | X: 63 | Y: -3 | Z 31
T: 6699 | X: 63 | Y: -3 | Z 31
T: 6700 | X: 64 | Y: -3 | Z 31
T: 6700 | X: 64 | Y: -3 | Z 32
T: 6700 | X: 63 | Y: -3 | Z 32
T: 6700 | X: 63 | Y: -3 | Z 32
T: 6700 | X: 63 | Y: -3 | Z 33
T: 6701 | X: 62 | Y: -3 | Z 33
T: 6701 | X: 62 | Y: -3 | Z 33
T: 6701 | X: 62 | Y: -3 | Z 33
T: 6701 | X: 61 | Y: -3 | Z 33
T: 6702 | X: 61 | Y: -3 | Z 33
T: 6702 | X: 60 | Y: -3 | Z 33
T: 6702 | X: 60 | Y: -3 | Z 33
T: 6702 | X: 60 | Y: -3 | Z 33
T: 6702 | X: 59 | Y: -3 | Z 33
T: 6703 | X: 59 | Y: -3 | Z 33
T: 6703 | X: 59 | Y: -3 | Z 33
T: 6703 | X: 60 | Y: -3 | Z 33
T: 6703 | X: 60 | Y: -3 | Z 33
T: 6704 | X: 60 | Y: -3 | Z 33
T: 6704 | X: 61 | Y: -3 | Z 33
T: 6704 | X: 61 | Y: -3 | Z 33
T: 6704 | X: 62 | Y: -3 | Z 33
T: 6704 | X: 62 | Y: -3 | Z 33
T: 6705 | X: 62 | Y: -3 | Z 33
T: 6705 | X: 63 | Y: -3 | Z 33
T: 6705 | X: 63 | Y: -3 | Z 33
T: 6705 | X: 64 | Y: -3 | Z 33
T: 6705 | X: 64 | Y: -3 | Z 33
T: 6706 | X: 64 | Y: -3 | Z 33
T: 6706 | X: 65 | Y: -3 | Z 34
T: 6706 | X: 65 | Y: -3 | Z 34
T: 6706 | X: 65 | Y: -3 | Z 34
T: 6707 | X: 66 | Y: -3 | Z 35
T: 6707 | X: 66 | Y: -3 | Z 35
T: 6707 | X: 66 | Y: -3 | Z 35
T: 6707 | X: 66 | Y: -3 | Z 35
T: 6707 | X: 67 | Y: -3 | Z 36
T: 6708 | X: 67 | Y: -3 | Z 36
T: 6708 | X: 67 | Y: -3 | Z 36
T: 6708 | X: 68 | Y: -3 | Z 37
T: 6708 | X: 68 | Y: -3 | Z 37
T: 6708 | X: 68 | Y: -3 | Z 37
T: 6709 | X: 68 | Y: -3 | Z 38
T: 6709 | X: 69 | Y: -3 | Z 38
T: 6709 | X: 69 | Y: -3 | Z 38
T: 6709 | X: 69 | Y: -3 | Z 39
T: 6710 | X: 69 | Y: -3 | Z 39
T: 6710 | X: 70 | Y: -3 | Z 39
T: 6710 | X: 70 | Y: -3 | Z 40
T: 6710 | X: 70 | Y: -3 | Z 40
T: 6710 | X: 70 | Y: -3 | Z 41
T: 6711 | X: 71 | Y: -3 | Z 41
T: 6711 | X: 71 | Y: -3 | Z 41
T: 6711 | X: 71 | Y: -3 | Z 42
T: 6711 | X: 71 | Y: -3 | Z 42
T: 6712 | X: 71 | Y: -3 | Z 42
T: 6712 | X: 72 | Y: -3 | Z 43
T: 6712 | X: 72 | Y: -3 | Z 43
T: 6712 | X: 72 | Y: -3 | Z 44
T: 6712 | X: 72 | Y: -3 | Z 44
T: 6713 | X: 73 | Y: -3 | Z 44
T: 6713 | X: 73 | Y: -3 | Z 45
T: 6713 | X: 73 | Y: -3 | Z 45
T: 6713 | X: 73 | Y: -3 | Z 45
T: 6714 | X: 73 | Y: -3 | Z 46
T: 6714 | X: 73 | Y: -3 | Z 46
T: 6714 | X: 72 | Y: -3 | Z 46
T: 6714 | X: 72 | Y: -3 | Z 46
T: 6714 | X: 72 | Y: -3 | Z 45
T: 6715 | X: 72 | Y: -3 | Z 45
T: 6715 | X: 72 | Y: -3 | Z 44
T: 6715 | X: 71 | Y: -3 | Z 44
T: 6715 | X: 71 | Y: -3 | Z 44
T: 6716 | X: 71 | Y: -3 | Z 43
T: 6716 | X: 71 | Y: -3 | Z 43
T: 6716 | X: 71 | Y: -3 | Z 42
T: 6716 | X: 71 | Y: -3 | Z 42
T: 6716 | X: 71 | Y: -3 | Z 42
T: 6717 | X: 70 | Y: -3 | Z 41
T: 6717 | X: 70 | Y: -3 | Z 40
T: 6717 | X: 70 | Y: -3 | Z 40
T: 6717 | X: 70 | Y: -3 | Z 39
T: 6717 | X: 70 | Y: -3 | Z 39
T: 6718 | X: 70 | Y: -3 | Z 38
T: 6718 | X: 70 | Y: -3 | Z 38
T: 6718 | X: 69 | Y: -3 | Z 37
T: 6718 | X: 69 | Y: -3 | Z 37
T: 6719 | X: 69 | Y: -3 | Z 36
T: 6719 | X: 69 | Y: -3 | Z 36
T: 6719 | X: 69 | Y: -3 | Z 35
T: 6719 | X: 69 | Y: -3 | Z 35
T: 6719 | X: 69 | Y: -3 | Z 35
T: 6720 | X: 68 | Y: -3 | Z 34
T: 6720 | X: 68 | Y: -3 | Z 34
T: 6720 | X: 68 | Y: -3 | Z 33
T: 6720 | X: 68 | Y: -3 | Z 33
T: 6720 | X: 68 | Y: -3 | Z 33
T: 6721 | X: 67 | Y: -3 | Z 33
T: 6721 | X: 67 | Y: -3 | Z 34
T: 6721 | X: 67 | Y: -3 | Z 34
T: 6721 | X: 67 | Y: -3 | Z 34
T: 6722 | X: 68 | Y: -3 | Z 34
T: 6722 | X: 68 | Y: -3 | Z 34
T: 6722 | X: 68 | Y: -3 | Z 33
T: 6722 | X: 68 | Y: -3 | Z 33
T: 6722 | X: 68 | Y: -3 | Z 33
T: 6723 | X: 69 | Y: -3 | Z 32
T: 6723 | X: 69 | Y: -3 | Z 32
T: 6723 | X: 69 | Y: -3 | Z 32
T: 6723 | X: 69 | Y: -3 | Z 31
T: 6723 | X: 69 | Y: -3 | Z 31
T: 6724 | X: 69 | Y: -3 | Z 30
T: 6724 | X: 69 | Y: -3 | Z 30
T: 6724 | X: 70 | Y: -3 | Z 29
T: 6724 | X: 70 | Y: -3 | Z 29
T: 6725 | X: 70 | Y: -3 | Z 29
T: 6725 | X: 70 | Y: -3 | Z 28
T: 6725 | X: 70 | Y: -3 | Z 28
T: 6725 | X: 70 | Y: -3 | Z 27
T: 6725 | X: 70 | Y: -3 | Z 27
T: 6726 | X: 71 | Y: -3 | Z 27
T: 6726 | X: 71 | Y: -3 | Z 26
T: 6726 | X: 71 | Y: -3 | Z 26
T: 6726 | X: 71 | Y: -3 | Z 25
T: 6726 | X: 71 | Y: -3 | Z 25
T: 6727 | X: 71 | Y: -3 | Z 25
T: 6727 | X: 72 | Y: -3 | Z 24
T: 6727 | X: 72 | Y: -3 | Z 24
T: 6727 | X: 72 | Y: -3 | Z 24
T: 6728 | X: 72 | Y: -3 | Z 23
T: 6728 | X: 72 | Y: -3 | Z 23
T: 6728 | X: 73 | Y: -3 | Z 23
T: 6728 | X: 73 | Y: -3 | Z 22
T: 6728 | X: 74 | Y: -3 | Z 22
T: 6729 | X: 74 | Y: -3 | Z 22
T: 6729 | X: 74 | Y: -3 | Z 22
T: 6729 | X: 75 | Y: -3 | Z 22
T: 6729 | X: 75 | Y: -3 | Z 22
T: 6730 | X: 76 | Y: -3 | Z 23
T: 6730 | X: 76 | Y: -3 | Z 23
T: 6730 | X: 76 | Y: -3 | Z 23
T: 6730 | X: 76 | Y: -3 | Z 24
T: 6730 | X: 76 | Y: -3 | Z 24
T: 6731 | X: 77 | Y: -3 | Z 25
T: 6731 | X: 77 | Y: -3 | Z 25
T: 6731 | X: 77 | Y: -3 | Z 25
T: 6731 | X: 77 | Y: -3 | Z 26
T: 6732 | X: 77 | Y: -3 | Z 26
T: 6732 | X: 77 | Y: -3 | Z 27
T: 6732 | X: 77 | Y: -3 | Z 27
T: 6732 | X: 77 | Y: -3 | Z 28
T: 6732 | X: 77 | Y: -3 | Z 28
T: 6733 | X: 77 | Y: -3 | Z 28
T: 6733 | X: 77 | Y: -3 | Z 29
T: 6733 | X: 77 | Y: -3 | Z 29
T: 6733 | X: 77 | Y: -3 | Z 30
T: 6734 | X: 77 | Y: -3 | Z 30
T: 6734 | X: 77 | Y: -3 | Z 31
T: 6734 | X: 77 | Y: -3 | Z 31
T: 6734 | X: 77 | Y: -3 | Z 31
T: 6734 | X: 77 | Y: -3 | Z 32
T: 6735 | X: 77 | Y: -3 | Z 32
T: 6735 | X: 77 | Y: -3 | Z 33
T: 6735 | X: 77 | Y: -3 | Z 33
T: 6735 | X: 77 | Y: -3 | Z 34
T: 6735 | X: 77 | Y: -3 | Z 34
T: 6736 | X: 77 | Y: -3 | Z 34
T: 6736 | X: 77 | Y: -3 | Z 35
T: 6736 | X: 77 | Y: -3 | Z 35
T: 6736 | X: 77 | Y: -3 | Z 36
T: 6737 | X: 77 | Y: -3 | Z 36
T: 6737 | X: 77 | Y: -3 | Z 37
T: 6737 | X: 77 | Y: -3 | Z 37
T: 6737 | X: 77 | Y: -3 | Z 37
T: 6737 | X: 77 | Y: -3 | Z 38
T: 6738 | X: 77 | Y: -3 | Z 38
T: 6738 | X: 77 | Y: -3 | Z 39
T: 6738 | X: 77 | Y: -3 | Z 39
T: 6738 | X: 77 | Y: -3 | Z 40
T: 6739 | X: 77 | Y: -3 | Z 40
T: 6739 | X: 77 | Y: -3 | Z 40
T: 6739 | X: 77 | Y: -3 | Z 41
T: 6739 | X: 77 | Y: -3 | Z 41
T: 6739 | X: 77 | Y: -3 | Z 41
T: 6740 | X: 78 | Y: -3 | Z 41
T: 6740 | X: 78 | Y: -3 | Z 42
T: 6740 | X: 79 | Y: -3 | Z 42
T: 6740 | X: 79 | Y: -3 | Z 42
T: 6740 | X: 80 | Y: -3 | Z 42
T: 6741 | X: 80 | Y: -3 | Z 41
T: 6741 | X: 80 | Y: -3 | Z 41
T: 6741 | X: 81 | Y: -3 | Z 41
T: 6741 | X: 81 | Y: -3 | Z 41
T: 6742 | X: 81 | Y: -3 | Z 40
T: 6742 | X: 82 | Y: -3 | Z 40
T: 6742 | X: 82 | Y: -3 | Z 40
T: 6742 | X: 82 | Y: -3 | Z 39
T: 6742 | X: 82 | Y: -3 | Z 39
T: 6743 | X: 82 | Y: -3 | Z 39
T: 6743 | X: 82 | Y: -3 | Z 38
T: 6743 | X: 82 | Y: -3 | Z 38
T: 6743 | X: 82 | Y: -3 | Z 37
T: 6743 | X: 82 | Y: -3 | Z 37
T: 6744 | X: 82 | Y: -3 | Z 37
T: 6744 | X: 82 | Y: -3 | Z 36
T: 6744 | X: 82 | Y: -3 | Z 36
T: 6744 | X: 81 | Y: -3 | Z 36
T: 6745 | X: 81 | Y: -3 | Z 35
T: 6745 | X: 81 | Y: -3 | Z 35
T: 6745 | X: 80 | Y: -3 | Z 35
T: 6745 | X: 80 | Y: -3 | Z 34
T: 6745 | X: 80 | Y: -3 | Z 34
T: 6746 | X: 79 | Y: -3 | Z 34
T: 6746 | X: 79 | Y: -3 | Z 34
T: 6746 | X: 78 | Y: -3 | Z 34
T: 6746 | X: 78 | Y: -3 | Z 33
T: 6747 | X: 78 | Y: -3 | Z 33
T: 6747 | X: 77 | Y: -3 | Z 33
T: 6747 | X: 77 | Y: -3 | Z 32
T: 6747 | X: 78 | Y: -3 | Z 32
T: 6747 | X: 78 | Y: -3 | Z 32
T: 6748 | X: 78 | Y: -3 | Z 31
T: 6748 | X: 79 | Y: -3 | Z 31
T: 6748 | X: 79 | Y: -3 | Z 31
T: 6748 | X: 79 | Y: -3 | Z 31
T: 6748 | X: 79 | Y: -3 | Z 30
T: 6749 | X: 80 | Y: -3 | Z 30
T: 6749 | X: 80 | Y: -3 | Z 30
T: 6749 | X: 80 | Y: -3 | Z 29
T: 6749 | X: 81 | Y: -3 | Z 29
T: 6750 | X: 81 | Y: -3 | Z 29
T: 6750 | X: 81 | Y: -3 | Z 28
T: 6750 | X: 82 | Y: -3 | Z 28
T: 6750 | X: 82 | Y: -3 | Z 28
T: 6750 | X: 82 | Y: -3 | Z 28
T: 6751 | X: 83 | Y: -3 | Z 27
T: 6751 | X: 83 | Y: -3 | Z 27
T: 6751 | X: 83 | Y: -3 | Z 27
T: 6751 | X: 84 | Y: -3 | Z 26
T: 6751 | X: 84 | Y: -3 | Z 26
T: 6752 | X: 84 | Y: -3 | Z 26
T: 6752 | X: 84 | Y: -3 | Z 26
T: 6752 | X: 85 | Y: -3 | Z 25
T: 6752 | X: 85 | Y: -3 | Z 25
T: 6753 | X: 86 | Y: -3 | Z 25
T: 6753 | X: 86 | Y: -3 | Z 25
T: 6753 | X: 86 | Y: -3 | Z 25
T: 6753 | X: 87 | Y: -3 | Z 25
T: 6753 | X: 87 | Y: -3 | Z 25
T: 6754 | X: 88 | Y: -3 | Z 25
T: 6754 | X: 88 | Y: -3 | Z 24
T: 6754 | X: 89 | Y: -3 | Z 24
T: 6754 | X: 89 | Y: -3 | Z 24
T: 6754 | X: 89 | Y: -3 | Z 25
T: 6755 | X: 89 | Y: -3 | Z 25
T: 6755 | X: 89 | Y: -3 | Z 26
T: 6755 | X: 90 | Y: -3 | Z 26
T: 6755 | X: 90 | Y: -3 | Z 27
T: 6756 | X: 90 | Y: -3 | Z 27
T: 6756 | X: 90 | Y: -3 | Z 27
T: 6756 | X: 90 | Y: -3 | Z 28
T: 6756 | X: 90 | Y: -3 | Z 28
T: 6756 | X: 90 | Y: -3 | Z 29
T: 6757 | X: 90 | Y: -3 | Z 29
T: 6757 | X: 90 | Y: -3 | Z 30
T: 6757 | X: 90 | Y: -3 | Z 30
T: 6757 | X: 90 | Y: -3 | Z 30
T: 6758 | X: 90 | Y: -3 | Z 31
T: 6758 | X: 90 | Y: -3 | Z 31
T: 6758 | X: 90 | Y: -3 | Z 32
T: 6758 | X: 90 | Y: -3 | Z 32
T: 6758 | X: 90 | Y: -3 | Z 32
T: 6759 | X: 90 | Y: -3 | Z 33
T: 6759 | X: 90 | Y: -3 | Z 33
T: 6759 | X: 91 | Y: -3 | Z 34
T: 6759 | X: 91 | Y: -3 | Z 34
T: 6760 | X: 91 | Y: -3 | Z 35
T: 6760 | X: 91 | Y: -3 | Z 35
T: 6760 | X: 91 | Y: -3 | Z 36
T: 6760 | X: 91 | Y: -3 | Z 36
T: 6760 | X: 91 | Y: -3 | Z 36
T: 6761 | X: 91 | Y: -3 | Z 37
T: 6761 | X: 91 | Y: -3 | Z 37
T: 6761 | X: 91 | Y: -3 | Z 38
T: 6761 | X: 91 | Y: -3 | Z 38
T: 6762 | X: 92 | Y: -3 | Z 38
T: 6762 | X: 92 | Y: -3 | Z 39
T: 6762 | X: 92 | Y: -3 | Z 39
T: 6762 | X: 92 | Y: -3 | Z 40
T: 6763 | X: 92 | Y: -3 | Z 40
T: 6763 | X: 93 | Y: -3 | Z 40
T: 6763 | X: 93 | Y: -3 | Z 41
T: 6763 | X: 94 | Y: -3 | Z 40
T: 6763 | X: 94 | Y: -3 | Z 40
T: 6764 | X: 94 | Y: -3 | Z 40
T: 6764 | X: 95 | Y: -3 | Z 40
T: 6764 | X: 95 | Y: -3 | Z 40
T: 6764 | X: 95 | Y: -3 | Z 39
T: 6764 | X: 95 | Y: -3 | Z 39
T: 6765 | X: 95 | Y: -3 | Z 38
T: 6765 | X: 95 | Y: -3 | Z 38
T: 6765 | X: 96 | Y: -3 | Z 38
T: 6765 | X: 96 | Y: -3 | Z 37
T: 6766 | X: 96 | Y: -3 | Z 37
T: 6766 | X: 96 | Y: -3 | Z 36
T: 6766 | X: 96 | Y: -3 | Z 36
T: 6766 | X: 96 | Y: -3 | Z 35
T: 6766 | X: 96 | Y: -3 | Z 35
T: 6767 | X: 96 | Y: -3 | Z 35
T: 6767 | X: 96 | Y: -3 | Z 34
T: 6767 | X: 97 | Y: -3 | Z 34
T: 6767 | X: 97 | Y: -3 | Z 33
T: 6767 | X: 97 | Y: -3 | Z 33
T: 6768 | X: 97 | Y: -3 | Z 33
T: 6768 | X: 97 | Y: -3 | Z 32
T: 6768 | X: 97 | Y: -3 | Z 32
T: 6768 | X: 97 | Y: -3 | Z 31
T: 6769 | X: 97 | Y: -3 | Z 31
T: 6769 | X: 97 | Y: -3 | Z 30
T: 6769 | X: 97 | Y: -3 | Z 30
T: 6769 | X: 97 | Y: -3 | Z 30
T: 6769 | X: 97 | Y: -3 | Z 29
T: 6770 | X: 97 | Y: -3 | Z 29
T: 6770 | X: 97 | Y: -3 | Z 28
T: 6770 | X: 97 | Y: -3 | Z 28
T: 6770 | X: 97 | Y: -3 | Z 27
T: 6770 | X: 97 | Y: -3 | Z 27
T: 6771 | X: 98 | Y: -3 | Z 27
T: 6771 | X: 98 | Y: -3 | Z 26
T: 6771 | X: 98 | Y: -3 | Z 26
T: 6771 | X: 98 | Y: -3 | Z 25
T: 6772 | X: 98 | Y: -3 | Z 25
T: 6772 | X: 98 | Y: -3 | Z 25
T: 6772 | X: 98 | Y: -3 | Z 25
T: 6772 | X: 98 | Y: -3 | Z 25
T: 6772 | X: 98 | Y: -3 | Z 26
T: 6773 | X: 98 | Y: -3 | Z 26
T: 6773 | X: 97 | Y: -3 | Z 26
T: 6773 | X: 97 | Y: -3 | Z 27
T: 6773 | X: 97 | Y: -3 | Z 27
T: 6774 | X: 97 | Y: -3 | Z 28
T: 6774 | X: 97 | Y: -3 | Z 28
T: 6774 | X: 97 | Y: -3 | Z 29
T: 6774 | X: 97 | Y: -3 | Z 29
T: 6774 | X: 97 | Y: -3 | Z 29
T: 6775 | X: 97 | Y: -3 | Z 30
T: 6775 | X: 97 | Y: -3 | Z 30
T: 6775 | X: 97 | Y: -3 | Z 31
T: 6775 | X: 97 | Y: -3 | Z 31
T: 6775 | X: 97 | Y: -3 | Z 31
T: 6776 | X: 96 | Y: -3 | Z 31
T: 6776 | X: 96 | Y: -3 | Z 31
T: 6776 | X: 96 | Y: -3 | Z 32
T: 6776 | X: 95 | Y: -3 | Z 32
T: 6777 | X: 95 | Y: -3 | Z 32
T: 6777 | X: 94 | Y: -3 | Z 32
T: 6777 | X: 94 | Y: -3 | Z 32
T: 6777 | X: 93 | Y: -3 | Z 32
T: 6777 | X: 93 | Y: -3 | Z 32
T: 6778 | X: 93 | Y: -3 | Z 32
T: 6778 | X: 92 | Y: -3 | Z 32
T: 6778 | X: 92 | Y: -3 | Z 32
T: 6778 | X: 91 | Y: -3 | Z 32
T: 6778 | X: 91 | Y: -3 | Z 32
T: 6779 | X: 91 | Y: -3 | Z 32
T: 6779 | X: 90 | Y: -3 | Z 32
T: 6779 | X: 90 | Y: -3 | Z 32
T: 6779 | X: 90 | Y: -3 | Z 32
T: 6780 | X: 90 | Y: -3 | Z 32
T: 6780 | X: 91 | Y: -3 | Z 31
T: 6780 | X: 91 | Y: -3 | Z 31
T: 6780 | X: 92 | Y: -3 | Z 31
T: 6780 | X: 92 | Y: -3 | Z 31
T: 6781 | X: 92 | Y: -3 | Z 31
T: 6781 | X: 93 | Y: -3 | Z 32
T: 6781 | X: 93 | Y: -3 | Z 32
T: 6781 | X: 94 | Y: -3 | Z 32
T: 6781 | X: 94 | Y: -3 | Z 32
T: 6782 | X: 95 | Y: -3 | Z 32
T: 6782 | X: 95 | Y: -3 | Z 32
T: 6782 | X: 95 | Y: -3 | Z 32
T: 6782 | X: 96 | Y: -3 | Z 32
T: 6783 | X: 96 | Y: -3 | Z 32
T: 6783 | X: 97 | Y: -3 | Z 32
T: 6783 | X: 97 | Y: -3 | Z 32
T: 6783 | X: 98 | Y: -3 | Z 31
T: 6783 | X: 98 | Y: -3 | Z 31
T: 6784 | X: 98 | Y: -3 | Z 31
T: 6784 | X: 99 | Y: -3 | Z 31
T: 6784 | X: 99 | Y: -3 | Z 31
T: 6784 | X: 99 | Y: -3 | Z 30
T: 6785 | X: 100 | Y: -3 | Z 30
T: 6785 | X: 100 | Y: -3 | Z 30
T: 6785 | X: 100 | Y: -3 | Z 29
T: 6785 | X: 100 | Y: -3 | Z 29
T: 6785 | X: 101 | Y: -3 | Z 29
T: 6786 | X: 101 | Y: -3 | Z 28
T: 6786 | X: 101 | Y: -3 | Z 28
T: 6786 | X: 101 | Y: -3 | Z 27
T: 6786 | X: 101 | Y: -3 | Z 27
T: 6786 | X: 101 | Y: -3 | Z 27
T: 6787 | X: 102 | Y: -3 | Z 26
T: 6787 | X: 102 | Y: -3 | Z 26
T: 6787 | X: 102 | Y: -3 | Z 25
T: 6787 | X: 102 | Y: -3 | Z 25
T: 6788 | X: 102 | Y: -3 | Z 25
T: 6788 | X: 102 | Y: -3 | Z 25
T: 6788 | X: 102 | Y: -3 | Z 26
T: 6788 | X: 102 | Y: -3 | Z 26
T: 6788 | X: 102 | Y: -3 | Z 27
T: 6789 | X: 102 | Y: -3 | Z 27
T: 6789 | X: 102 | Y: -3 | Z 28
T: 6789 | X: 102 | Y: -3 | Z 28
T: 6789 | X: 102 | Y: -3 | Z 29
T: 6790 | X: 102 | Y: -3 | Z 29
T: 6790 | X: 102 | Y: -3 | Z 29
T: 6790 | X: 102 | Y: -3 | Z 30
T: 6790 | X: 102 | Y: -3 | Z 30
T: 6790 | X: 102 | Y: -3 | Z 31
T: 6791 | X: 102 | Y: -3 | Z 31
T: 6791 | X: 102 | Y: -3 | Z 32
T: 6791 | X: 102 | Y: -3 | Z 32
T: 6791 | X: 102 | Y: -3 | Z 33
T: 6791 | X: 102 | Y: -3 | Z 33
T: 6792 | X: 102 | Y: -3 | Z 34
T: 6792 | X: 102 | Y: -3 | Z 34
T: 6792 | X: 102 | Y: -3 | Z 35
T: 6792 | X: 102 | Y: -3 | Z 36
T: 6793 | X: 102 | Y: -3 | Z 36
T: 6793 | X: 102 | Y: -3 | Z 37
T: 6793 | X: 102 | Y: -3 | Z 37
T: 6793 | X: 102 | Y: -3 | Z 38
T: 6793 | X: 102 | Y: -3 | Z 38
T: 6794 | X: 102 | Y: -3 | Z 39
T: 6794 | X: 102 | Y: -3 | Z 39
T: 6794 | X: 102 | Y: -3 | Z 40
T: 6794 | X: 103 | Y: -3 | Z 40
T: 6795 | X: 103 | Y: -3 | Z 40
T: 6795 | X: 104 | Y: -3 | Z 40
T: 6795 | X: 104 | Y: -3 | Z 40
T: 6795 | X: 104 | Y: -3 | Z 40
T: 6795 | X: 105 | Y: -3 | Z 39
T: 6796 | X: 105 | Y: -3 | Z 39
T: 6796 | X: 106 | Y: -3 | Z 39
T: 6796 | X: 106 | Y: -3 | Z 39
T: 6796 | X: 106 | Y: -3 | Z 38
T: 6797 | X: 107 | Y: -3 | Z 38
T: 6797 | X: 107 | Y: -3 | Z 38
T: 6797 | X: 107 | Y: -3 | Z 38
T: 6797 | X: 108 | Y: -3 | Z 37
T: 6797 | X: 108 | Y: -3 | Z 37
T: 6798 | X: 108 | Y: -3 | Z 37
T: 6798 | X: 109 | Y: -3 | Z 36
T: 6798 | X: 109 | Y: -3 | Z 36
T: 6798 | X: 109 | Y: -3 | Z 35
T: 6798 | X: 109 | Y: -3 | Z 35
T: 6799 | X: 110 | Y: -3 | Z 34
T: 6799 | X: 110 | Y: -3 | Z 34
T: 6799 | X: 110 | Y: -3 | Z 34
T: 6799 | X: 110 | Y: -3 | Z 33
T: 6800 | X: 110 | Y: -3 | Z 33
T: 6800 | X: 110 | Y: -3 | Z 32
T: 6800 | X: 110 | Y: -3 | Z 32
T: 6800 | X: 110 | Y: -3 | Z 31
T: 6800 | X: 110 | Y: -3 | Z 31
T: 6801 | X: 109 | Y: -3 | Z 31
T: 6801 | X: 109 | Y: -3 | Z 30
T: 6801 | X: 109 | Y: -3 | Z 30
T: 6801 | X: 109 | Y: -3 | Z 29
T: 6801 | X: 109 | Y: -3 | Z 29
T: 6802 | X: 109 | Y: -3 | Z 29
T: 6802 | X: 108 | Y: -3 | Z 28
T: 6802 | X: 108 | Y: -3 | Z 28
T: 6802 | X: 108 | Y: -3 | Z 28
T: 6803 | X: 108 | Y: -3 | Z 27
T: 6803 | X: 107 | Y: -3 | Z 27
T: 6803 | X: 107 | Y: -3 | Z 27
T: 6803 | X: 107 | Y: -3 | Z 27
T: 6803 | X: 106 | Y: -3 | Z 26
T: 6804 | X: 106 | Y: -3 | Z 26
T: 6804 | X: 106 | Y: -3 | Z 26
T: 6804 | X: 105 | Y: -3 | Z 26
T: 6804 | X: 105 | Y: -3 | Z 26
T: 6804 | X: 104 | Y: -3 | Z 25
T: 6805 | X: 104 | Y: -3 | Z 25
T: 6805 | X: 104 | Y: -3 | Z 26
T: 6805 | X: 103 | Y: -3 | Z 26
T: 6805 | X: 103 | Y: -3 | Z 25
T: 6806 | X: 103 | Y: -3 | Z 25
T: 6806 | X: 103 | Y: -3 | Z 25
T: 6806 | X: 104 | Y: -3 | Z 25
T: 6806 | X: 104 | Y: -3 | Z 25
T: 6806 | X: 104 | Y: -3 | Z 25
T: 6807 | X: 105 | Y: -3 | Z 25
T: 6807 | X: 105 | Y: -3 | Z 25
T: 6807 | X: 106 | Y: -3 | Z 25
T: 6807 | X: 106 | Y: -3 | Z 25
T: 6807 | X: 107 | Y: -3 | Z 25
T: 6808 | X: 107 | Y: -3 | Z 25
T: 6808 | X: 107 | Y: -3 | Z 25
T: 6808 | X: 108 | Y: -3 | Z 25
T: 6808 | X: 108 | Y: -3 | Z 25
T: 6809 | X: 109 | Y: -3 | Z 25
T: 6809 | X: 109 | Y: -3 | Z 25
T: 6809 | X: 110 | Y: -3 | Z 25
T: 6809 | X: 110 | Y: -3 | Z 25
T: 6809 | X: 110 | Y: -3 | Z 25
T: 6810 | X: 111 | Y: -3 | Z 25
T: 6810 | X: 111 | Y: -3 | Z 25
T: 6810 | X: 112 | Y: -3 | Z 25
T: 6810 | X: 112 | Y: -3 | Z 25
T: 6811 | X: 113 | Y: -3 | Z 25
T: 6811 | X: 113 | Y: -3 | Z 25
T: 6811 | X: 113 | Y: -3 | Z 26
T: 6811 | X: 113 | Y: -3 | Z 26
T: 6811 | X: 113 | Y: -3 | Z 26
T: 6812 | X: 113 | Y: -3 | Z 27
T: 6812 | X: 113 | Y: -3 | Z 27
T: 6812 | X: 113 | Y: -3 | Z 28
T: 6812 | X: 114 | Y: -3 | Z 28
T: 6812 | X: 114 | Y: -3 | Z 28
T: 6813 | X: 114 | Y: -3 | Z 29
T: 6813 | X: 114 | Y: -3 | Z 29
T: 6813 | X: 114 | Y: -3 | Z 30
T: 6813 | X: 114 | Y: -3 | Z 30
T: 6814 | X: 114 | Y: -3 | Z 31
T: 6814 | X: 114 | Y: -3 | Z 31
T: 6814 | X: 114 | Y: -3 | Z 31
T: 6814 | X: 114 | Y: -3 | Z 32
T: 6814 | X: 114 | Y: -3 | Z 32
T: 6815 | X: 114 | Y: -3 | Z 32
T: 6815 | X: 114 | Y: -3 | Z 32
T: 6815 | X: 114 | Y: -3 | Z 33
T: 6815 | X: 114 | Y: -3 | Z 33
T: 6816 | X: 114 | Y: -3 | Z 34
T: 6816 | X: 114 | Y: -3 | Z 34
T: 6816 | X: 114 | Y: -3 | Z 34
T: 6816 | X: 115 | Y: -3 | Z 35
T: 6816 | X: 115 | Y: -3 | Z 35
